Date,Rain (mm),Max Temp (C),Min Temp (C),Mean Wind Speed (kt),Max 10-min Wind (kt),Wind Dir @ Max Wind (deg),Max Gust (kt),Evaporation (mm),Soil Moisture Deficit - Moderate (mm),Mean Pressure (hPa)
20-02-2023,3.1,11.5,9.4,11.6,16,230.0,26,0.9,-2.5,1014.6
21-02-2023,6.5,12.8,5.2,7.6,15,310.0,25,1.1,-5.7,1008.0
22-02-2023,1.3,8.0,-0.4,8.0,18,330.0,32,1.0,-0.6,1014.1
23-02-2023,0.5,9.9,0.5,4.9,11,320.0,16,0.9,0.2,1020.6
24-02-2023,0.0,10.9,2.5,7.1,13,10.0,21,1.0,0.8,1016.1
25-02-2023,0.0,8.7,-0.8,5.2,12,80.0,16,1.0,1.5,1018.6
26-02-2023,0.0,9.2,0.3,5.7,12,100.0,20,1.4,2.5,1025.0
27-02-2023,0.0,7.5,-1.8,4.3,10,120.0,15,1.0,3.2,1030.5
28-02-2023,0.0,7.7,3.5,4.5,10,70.0,17,1.2,4.0,1033.8
01-03-2023,0.0,7.2,4.0,6.0,11,60.0,18,1.3,4.9,1030.4
02-03-2023,0.0,9.1,4.3,4.9,9,70.0,13,1.2,5.8,1024.7
03-03-2023,0.0,7.6,4.2,3.2,7,50.0,10,1.1,6.5,1027.3
04-03-2023,0.0,5.6,3.0,2.3,5,120.0,6,0.9,7.1,1026.4
05-03-2023,0.3,8.9,2.5,3.7,8,250.0,14,1.1,7.6,1016.5
06-03-2023,2.4,9.4,1.8,4.5,11,40.0,17,1.0,5.8,1004.1
07-03-2023,0.0,6.4,-2.1,4.8,9,100.0,15,1.5,6.8,995.3
08-03-2023,0.0,5.8,-0.1,10.3,16,70.0,23,1.8,8.0,987.6
09-03-2023,21.0,2.3,0.3,12.3,17,0.0,29,0.7,-10.0,987.0
10-03-2023,0.0,6.1,-2.2,5.0,13,0.0,21,1.3,0.9,999.0
11-03-2023,11.6,9.9,0.7,9.1,13,260.0,23,0.8,-10.0,997.3
12-03-2023,7.0,12.4,8.3,8.4,12,190.0,20,1.0,-6.3,987.1
13-03-2023,9.3,11.6,2.3,11.0,19,230.0,29,1.1,-8.7,980.5
14-03-2023,3.4,8.1,-2.2,6.9,22,340.0,35,1.5,-2.4,999.5
15-03-2023,17.5,11.5,-1.9,5.9,13,150.0,20,0.7,-10.0,1000.0
16-03-2023,8.4,15.6,8.7,6.3,13,210.0,20,1.6,-7.2,989.0
17-03-2023,7.3,14.9,7.5,4.8,10,150.0,15,1.4,-6.2,990.4
18-03-2023,0.8,11.2,2.5,8.4,19,320.0,26,1.8,0.4,1002.6
19-03-2023,19.5,11.0,1.1,5.7,11,190.0,17,0.9,-10.0,1008.7
20-03-2023,8.4,14.2,9.2,6.5,10,180.0,17,1.3,-7.4,1001.0
21-03-2023,24.2,11.1,8.6,9.5,23,230.0,40,1.1,-10.0,987.6
22-03-2023,8.9,11.2,5.3,11.1,19,240.0,32,2.2,-7.4,981.5
23-03-2023,11.3,12.3,5.9,10.2,19,260.0,31,2.3,-9.8,977.6
24-03-2023,7.6,11.1,6.2,13.1,24,230.0,37,2.3,-6.2,984.3
25-03-2023,0.5,13.4,6.8,6.3,11,250.0,18,2.4,1.2,994.2
26-03-2023,5.8,13.1,3.6,4.8,9,250.0,15,2.0,-3.2,1006.4
27-03-2023,2.4,11.9,3.2,8.6,13,150.0,20,2.2,-0.9,1013.4
28-03-2023,2.1,15.4,7.3,8.4,17,240.0,23,2.3,-0.5,1003.3
29-03-2023,0.6,14.5,9.1,10.5,20,230.0,33,2.2,0.9,993.2
30-03-2023,4.2,15.5,8.1,8.6,15,240.0,23,2.5,-1.6,985.0
31-03-2023,1.4,12.7,7.7,7.5,16,300.0,22,1.8,-0.2,989.0
01-04-2023,0.3,12.2,2.0,9.0,18,320.0,27,2.0,1.0,1009.7
02-04-2023,0.0,13.4,1.2,4.5,9,150.0,13,2.3,2.6,1022.5
03-04-2023,0.8,11.6,5.3,8.3,14,160.0,23,1.8,3.1,1019.6
04-04-2023,5.7,12.5,7.6,8.7,13,200.0,19,1.9,-1.3,1014.8
05-04-2023,5.5,13.3,7.4,6.7,11,260.0,19,1.9,-4.2,1009.9
06-04-2023,0.8,12.3,1.8,4.8,11,240.0,22,2.7,1.0,1012.1
07-04-2023,0.0,14.5,1.8,6.4,14,150.0,22,3.1,3.2,1013.7
08-04-2023,0.0,13.7,5.4,8.3,13,160.0,23,2.5,4.9,1012.5
09-04-2023,8.0,13.6,8.4,10.1,18,150.0,28,1.8,-1.8,1004.7
10-04-2023,6.9,11.3,6.2,9.5,20,280.0,34,2.9,-5.0,1000.9
11-04-2023,19.6,9.1,2.7,7.6,20,290.0,33,1.1,-10.0,994.1
12-04-2023,10.4,9.6,1.0,12.8,27,320.0,41,2.0,-9.1,984.8
13-04-2023,1.1,11.9,0.8,5.8,14,240.0,22,2.8,0.8,996.5
14-04-2023,0.0,13.9,-1.1,5.3,14,280.0,21,3.1,3.0,1002.5
15-04-2023,1.6,11.6,-0.4,6.3,13,200.0,21,1.6,2.5,1012.2
16-04-2023,0.7,20.4,9.8,4.7,10,200.0,16,3.2,4.1,1015.9
17-04-2023,0.0,15.7,8.1,5.6,9,170.0,17,2.3,5.7,1020.3
18-04-2023,0.0,17.8,6.6,8.4,15,100.0,21,3.6,8.1,1022.6
19-04-2023,0.0,13.8,5.1,8.9,14,80.0,21,2.8,9.9,1021.3
20-04-2023,0.0,15.2,5.3,10.4,16,100.0,24,4.9,12.9,1017.6
21-04-2023,0.4,16.5,3.4,10.1,18,100.0,28,4.1,14.9,1010.2
22-04-2023,10.2,8.8,6.3,5.0,10,0.0,16,1.1,5.4,1000.9
23-04-2023,4.2,13.8,6.2,4.9,11,300.0,16,2.6,2.9,1000.8
24-04-2023,5.0,11.0,3.1,7.5,13,350.0,22,2.8,-0.2,1009.1
25-04-2023,0.2,11.7,-1.2,5.9,11,100.0,17,2.9,1.7,1012.4
26-04-2023,0.1,12.9,5.7,5.9,10,150.0,15,2.4,3.3,1009.7
27-04-2023,7.2,14.6,8.8,4.1,8,120.0,11,1.7,-2.6,1004.4
28-04-2023,1.0,16.2,9.3,5.2,10,240.0,17,3.1,1.2,1007.2
29-04-2023,2.5,18.5,10.4,4.4,10,220.0,16,3.2,1.0,1012.4
30-04-2023,1.2,14.8,11.0,7.4,13,260.0,24,3.3,2.0,1012.5
01-05-2023,0.0,14.4,5.8,3.9,8,240.0,12,2.4,3.8,1015.7
02-05-2023,0.2,17.3,6.1,4.9,9,190.0,16,3.2,5.8,1017.4
03-05-2023,0.0,17.7,9.3,9.2,15,120.0,22,3.6,8.2,1013.9
04-05-2023,4.2,17.2,10.4,9.1,15,100.0,21,3.4,6.3,1004.3
05-05-2023,13.4,15.7,10.1,5.6,10,260.0,17,2.7,-5.3,1000.6
06-05-2023,2.5,17.4,10.2,4.5,9,220.0,17,3.8,0.2,1005.6
07-05-2023,7.1,16.6,10.5,7.2,13,150.0,21,2.6,-5.1,1007.2
08-05-2023,3.2,15.6,11.0,7.8,13,230.0,20,2.6,-1.4,1006.4
09-05-2023,3.1,15.3,9.4,7.7,14,240.0,23,4.1,-0.4,1006.1
10-05-2023,8.5,12.7,8.4,8.1,12,250.0,24,2.1,-7.1,1007.2
11-05-2023,5.9,15.3,8.3,10.1,18,340.0,27,3.2,-3.8,1015.0
12-05-2023,0.0,20.5,6.8,4.6,8,350.0,13,4.6,3.4,1022.8
13-05-2023,0.1,19.7,6.7,4.8,9,250.0,15,4.5,6.5,1021.2
14-05-2023,3.4,15.8,5.3,8.3,15,300.0,23,3.9,5.5,1017.6
15-05-2023,0.0,15.8,3.4,5.6,13,330.0,19,3.8,8.0,1022.0
16-05-2023,0.0,17.7,1.6,3.5,9,240.0,14,4.5,11.1,1024.3
17-05-2023,0.0,15.5,5.3,4.2,12,280.0,19,4.2,13.7,1024.3
18-05-2023,1.7,15.3,6.5,6.1,11,220.0,16,2.3,13.4,1023.9
19-05-2023,0.1,16.1,4.8,4.0,9,240.0,15,2.7,15.1,1026.1
20-05-2023,9.8,17.1,11.8,3.4,9,290.0,13,2.4,6.9,1023.4
21-05-2023,0.3,16.8,9.1,5.9,9,0.0,15,2.8,8.5,1020.8
22-05-2023,0.0,17.0,7.3,6.2,10,320.0,17,4.3,11.3,1024.2
23-05-2023,0.0,17.0,6.5,4.7,10,230.0,16,4.3,14.0,1025.6
24-05-2023,0.0,18.0,5.1,3.9,9,330.0,14,3.5,16.3,1026.1
25-05-2023,0.0,18.7,10.1,5.4,9,20.0,14,3.3,18.4,1028.7
26-05-2023,0.0,21.0,7.5,4.8,8,30.0,12,4.7,21.3,1027.8
27-05-2023,0.0,21.5,8.2,3.9,11,340.0,17,4.3,23.9,1023.3
28-05-2023,0.0,17.8,8.8,6.2,10,60.0,15,5.2,26.8,1023.1
29-05-2023,0.0,21.5,5.2,6.1,10,80.0,17,5.6,29.8,1024.8
30-05-2023,0.0,23.1,8.1,5.9,11,90.0,16,6.4,33.2,1026.0
31-05-2023,0.0,23.1,10.1,7.1,14,70.0,23,6.4,36.4,1023.7
01-06-2023,0.0,23.4,8.8,7.5,13,100.0,19,6.5,39.5,1021.4
02-06-2023,0.0,21.1,9.2,6.6,12,90.0,17,6.3,42.3,1020.8
03-06-2023,0.0,23.5,7.6,4.7,9,100.0,13,6.3,45.2,1019.7
04-06-2023,0.0,24.1,8.9,5.8,11,80.0,17,6.6,48.1,1020.0
05-06-2023,0.0,24.2,7.7,5.9,11,90.0,16,6.5,50.8,1019.6
06-06-2023,0.0,23.7,9.6,6.5,11,90.0,17,6.2,53.3,1018.5
07-06-2023,0.0,20.1,8.1,7.7,13,100.0,20,5.2,55.2,1016.8
08-06-2023,0.0,21.1,9.0,9.6,14,90.0,19,5.8,57.2,1012.3
09-06-2023,0.0,21.9,11.2,8.4,15,90.0,21,4.5,58.7,1008.1
10-06-2023,1.8,20.1,14.4,7.1,12,100.0,18,2.8,57.9,1006.9
11-06-2023,0.0,24.9,14.9,5.8,11,250.0,18,5.5,59.9,1010.0
12-06-2023,0.7,23.8,14.1,3.6,7,260.0,12,3.9,60.5,1012.1
13-06-2023,4.3,25.9,15.3,4.0,12,90.0,20,3.7,57.5,1011.0
14-06-2023,0.0,27.0,12.6,4.3,10,90.0,17,5.7,59.6,1012.5
15-06-2023,1.6,24.4,15.6,2.9,8,280.0,11,4.3,59.5,1014.2
16-06-2023,3.6,20.4,13.3,5.7,13,120.0,22,2.8,56.9,1010.4
17-06-2023,6.4,22.5,13.0,3.3,11,120.0,18,3.5,51.8,1005.9
18-06-2023,1.4,22.8,11.7,5.4,12,130.0,18,4.8,52.3,1001.6
19-06-2023,10.6,20.7,11.4,3.9,9,250.0,15,3.7,43.2,1000.8
20-06-2023,4.1,20.7,11.0,4.7,10,270.0,18,4.5,41.1,1002.7
21-06-2023,1.2,20.6,8.7,5.1,12,290.0,18,5.1,42.2,1009.3
22-06-2023,1.2,23.8,7.3,4.4,10,210.0,15,5.2,43.4,1013.9
23-06-2023,10.0,21.5,15.7,7.7,12,220.0,20,2.8,34.6,1011.6
24-06-2023,3.3,24.1,17.0,9.0,16,150.0,25,4.6,33.7,1008.1
25-06-2023,12.6,18.6,11.7,7.7,15,160.0,26,5.2,23.6,1006.0
26-06-2023,3.9,18.1,11.4,6.2,13,260.0,20,3.6,21.7,1012.7
27-06-2023,6.2,17.7,14.1,9.2,16,240.0,23,1.6,16.4,1011.0
28-06-2023,10.1,19.5,10.1,5.9,14,320.0,21,3.8,8.7,1012.0
29-06-2023,3.5,17.9,10.4,7.0,14,230.0,25,4.2,7.9,1011.0
30-06-2023,7.3,16.4,12.9,8.0,13,270.0,22,1.5,1.5,1003.5
01-07-2023,0.0,18.5,12.5,9.6,16,300.0,23,4.6,4.8,1004.9
02-07-2023,0.5,17.2,11.3,8.7,18,290.0,29,4.3,7.2,1006.9
03-07-2023,9.7,16.6,10.3,7.5,16,280.0,26,4.5,0.4,1004.4
04-07-2023,1.2,17.2,7.1,6.0,17,300.0,24,3.5,1.7,1004.3
05-07-2023,3.0,17.0,10.5,7.3,13,260.0,25,4.2,1.5,1005.9
06-07-2023,15.6,17.7,11.3,9.2,17,150.0,26,1.7,-10.0,1000.6
07-07-2023,5.1,21.6,14.9,10.3,18,160.0,29,4.7,-1.8,998.7
08-07-2023,0.1,20.6,12.7,9.7,20,150.0,35,4.2,2.9,1000.4
09-07-2023,5.3,18.7,10.9,4.8,9,190.0,15,3.7,0.2,1008.1
10-07-2023,20.1,20.4,11.5,4.2,8,270.0,15,3.5,-10.0,1005.7
11-07-2023,1.5,18.9,12.6,6.2,14,300.0,19,4.0,1.4,1002.9
12-07-2023,0.9,17.5,12.3,6.3,11,280.0,19,3.8,3.2,1005.7
13-07-2023,3.9,17.0,10.5,4.8,11,240.0,17,2.5,1.1,1006.8
14-07-2023,34.7,15.7,12.4,7.0,13,80.0,21,1.4,-10.0,994.8
15-07-2023,25.3,16.6,12.7,9.0,16,290.0,26,2.2,-10.0,990.2
16-07-2023,6.7,17.2,11.4,6.4,12,250.0,21,4.0,-3.9,1001.6
17-07-2023,3.6,18.2,9.9,4.5,11,280.0,17,4.3,-0.5,1009.8
18-07-2023,9.6,22.0,11.7,5.8,10,340.0,15,3.9,-6.7,1010.3
19-07-2023,0.2,19.1,9.2,4.8,10,330.0,18,3.4,2.3,1013.8
20-07-2023,1.1,19.1,8.4,4.4,13,320.0,18,3.4,3.6,1013.6
21-07-2023,8.5,16.4,11.4,6.2,12,230.0,20,2.2,-3.3,1008.1
22-07-2023,12.7,17.9,14.2,5.7,9,200.0,16,2.0,-10.0,998.4
23-07-2023,4.0,17.5,12.6,6.3,11,20.0,19,2.2,-2.4,999.0
24-07-2023,0.0,19.8,9.6,6.6,12,340.0,17,4.7,3.3,1006.5
25-07-2023,0.0,19.2,6.6,3.8,9,250.0,14,5.0,6.9,1007.3
26-07-2023,12.4,17.5,12.4,6.8,12,230.0,18,1.5,-4.5,999.8
27-07-2023,1.1,19.3,13.4,6.4,11,270.0,18,3.3,1.3,996.4
28-07-2023,5.7,18.1,12.3,8.5,14,190.0,25,3.2,-2.2,995.7
29-07-2023,7.2,17.8,12.1,10.2,16,260.0,29,3.9,-4.6,997.3
30-07-2023,17.9,17.3,12.8,8.6,15,230.0,26,1.5,-10.0,999.4
31-07-2023,6.5,18.0,13.2,8.8,14,260.0,31,2.8,-4.5,996.5
01-08-2023,3.1,17.9,11.7,6.3,13,110.0,21,3.2,-0.8,988.8
02-08-2023,4.7,19.4,12.9,8.4,15,330.0,22,2.9,-2.6,989.4
03-08-2023,0.9,17.1,10.4,10.0,17,330.0,26,3.0,1.1,1008.9
04-08-2023,11.2,15.9,8.9,5.1,13,110.0,21,2.2,-8.5,1009.1
05-08-2023,12.6,18.7,10.8,10.0,16,350.0,27,4.4,-9.6,1005.8
06-08-2023,3.3,19.4,11.3,6.2,14,290.0,19,4.0,-0.4,1016.3
07-08-2023,2.1,17.5,11.3,3.5,8,290.0,12,2.5,-0.2,1014.2
08-08-2023,0.2,20.2,11.4,2.7,5,40.0,9,2.9,2.0,1010.1
09-08-2023,0.6,24.9,15.2,3.6,8,220.0,11,3.2,3.9,1010.3
10-08-2023,2.5,21.0,13.9,7.3,12,160.0,21,2.4,3.1,1006.8
11-08-2023,5.5,18.8,12.1,8.0,16,210.0,25,2.6,-0.7,1002.5
12-08-2023,11.2,17.6,14.1,10.7,16,240.0,26,2.6,-9.5,1000.1
13-08-2023,6.3,18.5,11.0,6.7,12,230.0,21,3.1,-4.1,1002.7
14-08-2023,0.3,21.0,10.4,5.7,12,310.0,18,3.1,2.0,1005.2
15-08-2023,0.0,20.5,9.1,3.9,9,240.0,14,3.4,4.4,1012.7
16-08-2023,0.0,21.0,10.7,3.5,8,70.0,13,3.0,6.6,1016.0
17-08-2023,0.0,22.7,10.1,7.9,15,140.0,27,3.9,9.3,1010.0
18-08-2023,28.5,20.2,15.0,10.5,22,80.0,33,2.3,-10.0,994.6
19-08-2023,3.9,18.9,14.1,11.9,20,240.0,33,2.5,-2.2,995.0
20-08-2023,0.7,20.6,13.4,8.4,16,210.0,27,3.0,1.4,1009.4
21-08-2023,2.5,20.0,13.7,10.5,17,230.0,29,3.2,1.1,1009.7
22-08-2023,1.8,18.5,12.8,7.0,13,240.0,23,3.0,1.4,1011.7
23-08-2023,1.2,19.1,11.9,4.9,10,230.0,18,3.1,2.5,1012.6
24-08-2023,2.0,17.2,6.6,4.9,12,250.0,21,2.9,2.6,1009.2
25-08-2023,2.8,18.6,9.4,6.8,15,320.0,22,2.9,1.7,1006.1
26-08-2023,2.3,18.2,11.1,9.7,19,330.0,25,2.7,1.2,1008.8
27-08-2023,7.0,19.5,12.3,7.6,18,330.0,24,3.3,-3.5,1010.7
28-08-2023,0.1,16.6,12.6,4.6,8,220.0,15,2.1,1.5,1011.8
29-08-2023,1.3,18.1,11.9,6.0,15,300.0,22,3.3,2.5,1008.8
30-08-2023,1.8,16.0,11.1,3.6,8,140.0,14,2.1,2.3,1004.8
31-08-2023,8.7,19.4,11.3,5.3,11,230.0,16,2.8,-4.4,999.9
01-09-2023,0.1,22.7,9.7,3.2,6,100.0,9,3.5,2.5,1006.8
02-09-2023,0.3,20.6,12.5,3.2,6,230.0,11,2.4,4.0,1016.7
03-09-2023,0.1,19.8,9.1,4.2,10,220.0,14,2.4,5.6,1020.8
04-09-2023,0.1,26.7,8.4,4.9,9,60.0,14,3.8,8.2,1016.2
05-09-2023,0.0,24.9,15.4,7.4,14,80.0,21,3.5,10.7,1011.2
06-09-2023,0.0,25.2,12.9,5.0,12,170.0,18,2.8,12.6,1011.1
07-09-2023,0.0,27.7,15.8,4.5,8,110.0,12,3.7,15.1,1010.3
08-09-2023,0.0,26.7,16.1,3.3,7,210.0,12,3.7,17.5,1010.8
09-09-2023,0.0,22.8,14.9,3.4,7,260.0,12,2.3,19.0,1011.0
10-09-2023,0.0,24.8,14.6,3.2,7,280.0,14,2.9,20.8,1008.7
11-09-2023,10.5,16.5,9.9,4.7,13,350.0,22,1.2,11.1,1008.7
12-09-2023,0.0,18.4,6.3,4.4,9,330.0,13,2.7,12.8,1015.1
13-09-2023,10.6,15.8,4.9,5.4,12,210.0,23,1.0,2.9,1013.9
14-09-2023,1.0,18.7,10.0,2.8,7,270.0,11,2.3,3.5,1013.0
15-09-2023,2.6,12.6,10.2,3.8,8,10.0,13,1.1,1.7,1012.2
16-09-2023,0.0,16.3,8.2,7.1,14,20.0,23,2.3,3.3,1013.2
17-09-2023,0.8,17.0,11.8,3.4,7,290.0,11,1.2,3.4,1004.4
18-09-2023,9.5,14.7,9.1,7.1,15,260.0,27,2.0,-4.8,996.2
19-09-2023,30.4,17.7,12.1,14.9,21,220.0,33,1.2,-10.0,987.2
20-09-2023,6.4,16.8,7.9,9.7,22,220.0,36,1.8,-5.3,982.3
21-09-2023,0.9,16.7,5.1,4.6,13,290.0,19,2.1,0.6,990.5
22-09-2023,0.3,14.8,4.5,7.3,16,330.0,25,2.1,1.7,1001.6
23-09-2023,3.7,16.1,3.8,6.5,16,150.0,26,1.0,-1.4,1003.1
24-09-2023,13.1,17.6,13.1,9.3,15,230.0,27,1.3,-10.0,994.9
25-09-2023,4.4,18.4,12.7,11.1,16,220.0,25,2.5,-2.5,1002.2
26-09-2023,10.4,16.4,9.9,7.5,13,150.0,25,1.8,-9.2,1002.6
27-09-2023,21.9,16.7,9.0,11.2,19,150.0,30,1.2,-10.0,990.6
28-09-2023,9.2,15.6,10.9,8.0,13,190.0,23,1.3,-8.2,1000.0
29-09-2023,2.5,16.7,9.0,6.1,13,250.0,21,1.9,-1.2,1010.3
30-09-2023,9.4,17.3,8.6,7.0,14,230.0,21,0.8,-8.8,1010.4
01-10-2023,2.3,17.6,11.4,8.0,13,230.0,20,2.1,-0.9,1009.1
02-10-2023,4.6,15.5,10.7,6.1,10,200.0,15,1.4,-3.6,1009.5
03-10-2023,3.4,15.9,10.1,7.8,13,280.0,21,1.8,-2.1,1012.9
04-10-2023,3.6,16.6,12.6,10.9,16,230.0,29,1.6,-2.4,1015.1
05-10-2023,22.8,17.5,12.4,10.7,18,230.0,32,0.9,-10.0,1010.4
06-10-2023,5.4,20.2,15.2,10.2,15,230.0,23,1.3,-4.4,1011.5
07-10-2023,0.0,19.8,12.6,4.8,8,210.0,13,1.4,1.1,1013.3
08-10-2023,0.0,19.5,12.2,3.4,8,220.0,13,1.3,2.0,1016.5
09-10-2023,0.1,20.7,11.7,3.3,9,260.0,14,1.6,3.0,1014.8
10-10-2023,3.7,17.2,13.4,9.4,16,220.0,27,0.9,-0.1,1008.5
11-10-2023,4.5,15.0,5.7,4.8,13,220.0,22,0.8,-3.9,1007.1
12-10-2023,0.6,13.6,1.3,2.7,5,0.0,10,1.1,0.1,1003.9
13-10-2023,0.2,14.5,6.7,6.7,17,310.0,25,1.5,1.1,1002.0
14-10-2023,0.3,12.0,1.1,6.0,16,300.0,23,1.2,1.6,1016.0
15-10-2023,0.0,10.6,-0.3,2.4,5,110.0,9,1.0,2.3,1020.8
16-10-2023,0.0,13.2,3.7,5.8,10,100.0,16,1.4,3.2,1014.4
17-10-2023,25.7,10.5,3.7,10.3,16,100.0,25,0.7,-10.0,1002.5
18-10-2023,18.7,13.0,10.2,11.0,14,100.0,22,0.7,-10.0,984.7
19-10-2023,2.8,16.7,10.9,4.3,9,80.0,15,0.9,-2.1,972.2
20-10-2023,20.1,15.1,8.3,5.8,15,70.0,24,0.8,-10.0,977.2
21-10-2023,0.1,11.8,2.0,4.8,9,300.0,13,0.9,0.5,987.0
22-10-2023,0.1,14.1,0.7,4.0,12,100.0,17,0.9,1.0,995.1
23-10-2023,19.9,11.7,9.3,6.5,11,100.0,16,0.6,-10.0,994.8
24-10-2023,1.6,13.1,5.7,3.6,7,110.0,11,0.7,-1.1,992.4
25-10-2023,8.2,11.1,4.5,7.0,13,110.0,19,0.6,-7.8,988.1
26-10-2023,1.2,14.1,5.0,4.2,9,210.0,13,0.7,-0.7,980.3
27-10-2023,2.2,14.0,5.3,6.5,11,110.0,18,0.8,-1.6,977.3
28-10-2023,6.2,14.5,6.9,5.6,11,150.0,17,0.8,-5.6,973.8
29-10-2023,14.8,12.4,3.5,4.2,10,210.0,15,0.7,-10.0,976.3
30-10-2023,0.8,13.0,4.9,4.9,9,110.0,15,0.7,-0.3,984.9
31-10-2023,6.0,11.0,7.4,5.9,16,110.0,25,0.5,-5.7,985.8
01-11-2023,7.0,11.9,3.4,7.3,20,240.0,34,0.5,-6.7,973.8
02-11-2023,1.0,11.3,2.2,5.3,14,270.0,24,0.6,-0.6,969.4
03-11-2023,1.1,13.4,4.4,5.5,14,350.0,22,0.7,-0.6,976.3
04-11-2023,7.0,9.7,5.1,7.6,12,50.0,20,0.6,-6.6,966.2
05-11-2023,3.0,11.2,6.2,5.3,9,260.0,16,0.6,-2.5,978.4
06-11-2023,2.3,11.7,6.6,5.8,12,280.0,17,0.7,-1.8,992.5
07-11-2023,1.1,12.4,4.2,5.6,16,160.0,23,0.6,-0.6,997.6
08-11-2023,7.9,10.8,4.2,8.5,17,230.0,28,0.6,-7.4,991.4
09-11-2023,17.5,10.3,4.9,7.4,14,210.0,26,0.7,-10.0,984.8
10-11-2023,2.1,11.6,4.5,7.0,14,330.0,20,0.6,-1.6,992.5
11-11-2023,0.1,7.4,-0.7,4.9,11,110.0,18,0.4,0.2,998.6
12-11-2023,11.7,13.1,6.7,7.4,15,220.0,22,0.7,-10.0,988.4
13-11-2023,13.1,13.1,7.6,12.8,38,240.0,62,0.6,-10.0,977.1
14-11-2023,1.4,12.8,7.8,8.7,13,270.0,24,0.7,-0.8,998.4
15-11-2023,0.0,11.7,4.8,5.0,9,260.0,16,0.5,0.4,1009.9
16-11-2023,6.6,9.4,4.4,5.0,13,210.0,22,0.5,-5.9,1007.9
17-11-2023,7.6,11.8,2.2,6.1,13,110.0,22,0.5,-7.3,1005.0
18-11-2023,5.9,13.7,11.3,13.1,20,220.0,32,0.8,-5.3,994.9
19-11-2023,6.9,12.2,6.3,11.0,16,230.0,32,0.3,-6.7,994.8
20-11-2023,1.3,11.5,5.6,10.4,18,310.0,26,0.2,-1.1,1011.2
21-11-2023,0.5,10.3,2.9,4.9,11,310.0,18,0.2,-0.3,1024.9
22-11-2023,0.8,11.6,10.0,9.2,13,250.0,24,0.5,-0.4,1025.0
23-11-2023,0.4,12.6,9.9,8.1,13,250.0,25,0.5,0.0,1023.9
24-11-2023,0.0,10.3,5.8,3.6,8,290.0,12,0.3,0.2,1022.4
25-11-2023,0.1,9.1,2.7,5.3,9,110.0,12,0.4,0.4,1015.1
26-11-2023,6.7,11.2,8.1,4.2,7,270.0,12,0.3,-6.1,1005.2
27-11-2023,0.2,9.7,-0.5,5.1,13,360.0,20,0.1,-0.1,1004.6
28-11-2023,0.2,8.2,-0.9,1.9,5,330.0,8,0.3,-0.1,1007.0
29-11-2023,0.0,4.5,-0.9,4.9,9,70.0,12,0.3,0.2,1002.2
30-11-2023,0.0,4.8,-3.8,5.9,10,30.0,15,0.2,0.3,1003.4
01-12-2023,0.2,3.7,-5.0,2.6,6,200.0,9,0.2,0.3,1006.4
02-12-2023,2.8,5.4,-1.9,3.7,6,200.0,10,0.2,-2.4,1005.8
03-12-2023,0.0,1.8,-0.9,6.1,9,20.0,15,0.3,0.2,1002.3
04-12-2023,0.0,5.0,-3.9,6.8,11,310.0,15,0.0,0.2,1004.1
05-12-2023,0.2,4.8,-3.8,3.7,8,100.0,12,0.1,0.0,1009.5
06-12-2023,4.2,10.0,1.5,10.6,21,150.0,32,0.6,-3.7,999.8
07-12-2023,8.3,12.1,7.2,7.7,13,220.0,21,0.5,-7.9,987.4
08-12-2023,18.6,10.4,7.5,14.0,22,230.0,36,0.8,-10.0,987.5
09-12-2023,15.2,11.6,6.2,12.0,22,270.0,47,0.3,-10.0,987.9
10-12-2023,8.7,11.5,6.8,11.1,29,230.0,48,0.6,-8.2,986.4
11-12-2023,16.6,9.7,1.1,4.6,11,100.0,18,0.2,-10.0,993.1
12-12-2023,1.2,8.1,3.2,4.7,12,330.0,17,0.2,-1.0,993.6
13-12-2023,1.0,10.2,4.3,6.5,12,320.0,17,0.2,-0.9,1005.4
14-12-2023,1.1,10.2,7.3,5.6,11,250.0,21,0.5,-0.7,1016.2
15-12-2023,0.9,11.2,6.6,8.4,14,230.0,22,0.6,-0.5,1025.8
16-12-2023,0.3,11.7,7.7,7.8,14,210.0,23,0.6,0.2,1024.5
17-12-2023,16.7,12.7,10.5,11.5,16,200.0,25,0.8,-10.0,1018.6
18-12-2023,2.6,12.2,8.1,6.6,14,230.0,19,0.4,-2.3,1016.6
19-12-2023,0.5,9.5,3.9,6.9,12,280.0,19,0.1,-0.4,1018.2
20-12-2023,0.2,11.8,8.8,10.8,16,270.0,26,0.8,0.5,1016.0
21-12-2023,0.1,12.0,10.2,14.1,20,270.0,36,1.1,1.2,1011.6
22-12-2023,0.2,11.4,9.2,11.2,17,280.0,30,0.8,1.7,1013.7
23-12-2023,10.3,12.1,9.3,14.0,21,240.0,36,0.6,-8.2,1006.0
24-12-2023,7.9,12.2,9.3,12.6,20,240.0,33,0.4,-7.6,997.5
25-12-2023,1.1,10.4,7.3,10.9,15,280.0,27,0.7,-0.5,999.9
26-12-2023,9.9,7.9,-0.2,6.7,19,110.0,31,0.3,-9.7,1001.7
27-12-2023,19.2,11.9,5.2,9.0,16,220.0,37,0.5,-10.0,985.8
28-12-2023,15.8,10.1,6.0,13.7,21,270.0,42,1.0,-10.0,989.7
29-12-2023,3.6,8.0,2.1,8.1,17,280.0,31,0.6,-3.1,998.0
